City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,vilyuchinsk,52.9306,158.4028,18.15,82,32,2.88,RU,1723350895
359,bay roberts,47.5999,-53.2648,21.7,97,100,5.36,CA,1723350896
360,vrangel',42.7297,133.0839,20.51,79,50,8.34,RU,1723350897
361,tazacorte,28.629,-17.9293,22.54,92,100,5.14,ES,1723350898
362,medicine hat,50.0501,-110.6683,21.28,34,0,4.12,CA,1723350759
363,malmberget,67.1753,20.6549,13.31,94,100,3.6,SE,1723350901
364,dalby,-27.1833,151.2667,22.36,39,14,8.3,AU,1723350902
365,newman,37.3138,-121.0208,29.02,57,38,2.74,US,1723350903
366,berrahal,36.8353,7.4533,22.85,49,26,1.87,DZ,1723350904
367,acarau,-2.8856,-40.12,24.18,87,62,5.37,BR,1723350619
368,lockwood,45.8191,-108.4149,18.94,75,75,2.06,US,1723350908
369,bontang,0.1333,117.5,27.81,77,22,3.07,ID,1723350909
370,cromer,52.9312,1.2989,14.0,81,71,3.49,GB,1723350910
371,longview,32.5007,-94.7405,26.14,78,0,1.54,US,1723350912
372,mount isa,-20.7333,139.5,27.87,24,0,6.69,AU,1723350913
373,saint-etienne,45.4333,4.4,17.14,88,0,0.0,FR,1723350914
374,yaprakli,40.7579,33.7782,17.93,52,50,2.51,TR,1723350915
375,udomlya,57.8794,34.9925,13.51,92,95,3.29,RU,1723350916
376,ola,59.5833,151.2833,15.06,83,50,8.53,RU,1723350918
377,lintong,34.378,109.2089,32.38,30,0,1.41,CN,1723350919
378,hailar,49.2,119.7,24.54,55,100,2.41,CN,1723350920
379,borogontsy,62.6683,131.1683,27.83,35,47,1.14,RU,1723350921
380,al hufuf,25.3646,49.5653,34.19,36,0,0.0,SA,1723350922
381,bereznik,62.8551,42.7072,15.86,71,71,3.16,RU,1723350924
382,sos'va,59.1766,61.8558,14.21,64,97,0.89,RU,1723350925
383,kingston,17.997,-76.7936,29.53,79,20,3.09,JM,1723350779
384,ilovlya,49.3033,43.9796,24.66,39,29,3.46,RU,1723350927
385,nagqu,31.5,92.0,13.8,27,0,2.62,CN,1723350928
386,padang,-0.9492,100.3543,27.03,84,69,2.38,ID,1723350930
387,elko,41.0002,-115.5012,22.86,17,0,1.34,US,1723350931
388,roswell,34.0232,-84.3616,25.95,76,0,1.54,US,1723350932
389,lubao,14.9167,120.55,31.04,58,27,4.84,PH,1723350933
390,taroa,8.7058,171.2275,28.47,71,94,3.32,MH,1723350936
391,akureyri,65.6835,-18.0878,6.96,87,100,0.51,IS,1723350937
392,polyarnyye zori,67.3661,32.4981,13.78,87,74,4.41,RU,1723350938
393,vila franca do campo,37.7167,-25.4333,24.23,91,100,3.0,PT,1723350940
394,kaitong,44.8135,123.15,23.62,84,100,4.21,CN,1723350941
395,talcahuano,-36.7167,-73.1167,7.82,93,40,1.54,CL,1723350942
396,san antonio,29.4241,-98.4936,31.04,70,0,4.12,US,1723350890
397,langepas,61.2544,75.2124,13.56,78,91,5.08,RU,1723350944
398,anatuya,-28.4606,-62.8347,9.98,34,0,2.37,AR,1723350946
399,margate,51.3813,1.3862,18.16,89,0,1.13,GB,1723350947
400,kayangel,8.0823,134.7173,28.79,71,99,3.13,PW,1723350948
401,walvis bay,-22.9575,14.5053,11.16,72,0,1.2,NA,1723350949
402,lekki,6.3607,4.8333,22.78,95,98,1.21,NG,1723350950
403,inderbor,48.55,51.7833,26.58,33,1,6.97,KZ,1723350952
404,moyynkum,44.2914,72.9469,28.15,29,0,1.75,KZ,1723350953
405,kholmsk,47.0511,142.0569,20.61,67,76,2.02,RU,1723350954
406,coquimbo,-29.9533,-71.3436,11.1,76,0,0.51,CL,1723350955
407,qidu,26.7653,119.5472,33.12,69,38,3.39,CN,1723350956
408,medina,24.4686,39.6142,35.24,18,0,1.54,SA,1723350958
409,williams lake,52.1415,-122.1445,24.76,45,20,2.57,CA,1723350959
410,den burg,53.0542,4.7972,17.2,100,100,1.03,NL,1723350960
411,itamaraca,-7.7478,-34.8256,23.03,85,41,1.24,BR,1723350961
412,linxia chengguanzhen,35.6003,103.2064,25.56,32,0,1.01,CN,1723350963
413,kakonko,-3.2828,30.9642,19.87,63,12,0.21,TZ,1723350964
414,balqash,46.8481,74.995,22.33,46,0,3.0,KZ,1723350965
415,togur,58.3631,82.8265,18.15,60,91,3.96,RU,1723350966
416,rawson,-43.3002,-65.1023,6.94,72,50,9.76,AR,1723350968
417,whitecourt,54.1502,-115.6855,19.58,59,20,6.69,CA,1723350843
418,takum,7.2667,9.9833,22.07,97,100,0.99,NG,1723350970
419,menemen,38.6075,27.0694,26.65,64,0,7.72,TR,1723350971
420,soe,-9.8607,124.284,26.91,36,5,4.92,ID,1723350974
421,tchintabaraden,15.8969,5.7985,27.14,70,96,4.48,NE,1723350975
422,sinop,41.7711,34.8709,17.24,53,1,1.52,TR,1723350976
423,alamosa,37.4695,-105.87,14.99,88,0,2.06,US,1723350977
424,new norfolk,-42.7826,147.0587,17.72,56,89,2.45,AU,1723350978
425,kayes,14.0,-11.0,22.87,92,92,4.6,ML,1723350980
426,kargasok,59.0556,80.8572,17.99,56,44,4.13,RU,1723350981
427,kapoeta,4.7717,33.5903,24.77,69,52,1.03,SS,1723350985
428,ierapetra,35.01,25.7353,28.97,42,0,9.39,GR,1723350987
429,piracanjuba,-17.3028,-49.0167,11.94,33,0,1.8,BR,1723350988
430,teruel,40.6667,-0.6667,19.91,34,0,3.49,ES,1723350989
431,curitibanos,-27.2828,-50.5844,2.34,98,1,0.6,BR,1723350991
432,sitka,57.0531,-135.33,16.94,59,40,4.63,US,1723350992
433,wang sai phun,16.3885,100.538,34.92,100,100,3.35,TH,1723350993
434,xining,36.6167,101.7667,23.0,36,0,2.09,CN,1723350994
435,santo antonio do sudoeste,-26.0736,-53.7253,4.79,83,0,0.75,BR,1723350996
436,suva,-18.1416,178.4415,24.71,65,75,6.17,FJ,1723350997
437,trairi,-3.2778,-39.2689,24.08,87,73,4.29,BR,1723350998
438,eten,-6.9081,-79.8642,17.14,82,75,6.69,PE,1723350999
439,happy valley-goose bay,53.3168,-60.3315,14.17,88,20,2.06,CA,1723351000
440,batticaloa,7.7102,81.6924,29.24,71,100,2.92,LK,1723351002
441,cannonvale,-20.2833,148.7,20.33,75,94,7.9,AU,1723351003
442,pedernales,18.0384,-71.744,28.52,70,0,1.58,DO,1723351004
443,mont-dore,-22.2833,166.5833,25.0,99,86,5.95,NC,1723351005
444,bambari,5.768,20.6757,21.35,91,98,1.14,CF,1723351007
445,selfoss,63.9331,-20.9971,10.58,93,89,0.83,IS,1723351008
446,kruisfontein,-34.0033,24.7314,13.27,89,100,4.67,ZA,1723351009
447,uige,-7.6087,15.0613,15.36,97,30,0.88,AO,1723351010
448,zapolyarnyy,69.4154,30.8136,16.6,64,3,4.28,RU,1723351011
449,woking,51.319,-0.5589,17.55,86,100,2.06,GB,1723351013
450,kerema,-7.9631,145.7785,26.43,83,84,3.11,PG,1723351014
451,koster,-25.863,26.8976,9.35,14,0,1.53,ZA,1723351015
452,cronulla,-34.05,151.15,20.04,68,20,5.66,AU,1723351016
453,san luis,-33.295,-66.3356,10.58,32,3,5.3,AR,1723351018
454,dakhla,23.6848,-15.958,19.46,93,13,6.74,EH,1723351019
455,hotan,37.0997,79.9269,32.9,16,84,2.77,CN,1723351020
456,mar del plata,-38.0023,-57.5575,9.49,76,0,4.02,AR,1723351021
457,portland,45.5234,-122.6762,25.04,65,0,2.57,US,1723350560
458,ekibastuz,51.6667,75.3667,16.06,52,100,1.46,KZ,1723351023
459,toliara,-23.35,43.6667,22.49,44,0,2.56,MG,1723351025
460,mayya,61.7333,130.2811,27.62,30,55,0.54,RU,1723351026
461,songjianghe,42.1859,127.479,26.62,64,98,3.33,CN,1723351027
462,prado,-17.3411,-39.2208,21.65,94,53,6.56,BR,1723351028
463,howrah,22.5892,88.3103,29.0,84,75,2.57,IN,1723351030
464,lerwick,60.1545,-1.1494,12.0,90,31,4.2,GB,1723351031
465,recani,31.2846,-4.2688,30.54,20,30,2.37,MA,1723351032
466,yeppoon,-23.1333,150.7333,21.88,80,69,7.8,AU,1723351033
467,ta`u,-14.2336,-169.5144,24.88,79,80,9.83,AS,1723351034
468,nerchinsk,51.9833,116.5833,28.53,31,35,2.83,RU,1723351036
469,peel,-33.3167,149.6333,17.03,59,20,0.19,AU,1723351037
470,arrifes,37.7667,-25.7,23.14,83,40,5.14,PT,1723351038
471,mugia,43.1041,-9.2179,19.53,75,0,3.89,ES,1723351039
472,limassol,34.675,33.0333,27.88,73,0,1.54,CY,1723351041
473,usinsk,65.9939,57.5281,17.52,56,35,3.48,RU,1723351042
474,nguigmi,14.2495,13.1092,25.87,76,100,2.59,NE,1723351043
475,rikaze,29.25,88.8833,16.63,48,97,2.24,CN,1723351044
476,ulundi,-28.3352,31.4162,18.61,20,57,2.93,ZA,1723351045
477,mikkeli,61.6886,27.2723,14.52,100,0,2.57,FI,1723351047
478,santana,-0.0583,-51.1817,27.1,89,0,3.09,BR,1723351048
479,tommot,58.9564,126.2925,27.2,46,75,2.19,RU,1723351049
480,kurumkan,54.3,110.3,29.85,32,30,1.76,RU,1723351050
481,san jose,37.3394,-121.895,21.97,68,40,4.12,US,1723350583
482,oranjemund,-28.55,16.4333,12.59,85,100,1.57,NA,1723351053
483,kone,-21.0595,164.8658,24.99,51,82,4.23,NC,1723351054
484,diego de almagro,-26.3667,-70.05,11.81,30,0,1.3,CL,1723351055
485,naze,28.3667,129.4833,30.51,68,19,0.72,JP,1723351056
486,kikvidze,50.7416,43.0518,20.88,43,51,3.42,RU,1723351058
487,graaff-reinet,-32.2522,24.5308,12.02,44,54,2.68,ZA,1723351059
488,floro,61.5996,5.0328,12.98,71,100,6.69,NO,1723351060
489,zheshart,62.0731,49.5733,17.46,55,98,3.15,RU,1723351061
490,orshanka,56.9161,47.8933,16.7,72,95,2.66,RU,1723351062
491,ulsteinvik,62.3432,5.8487,12.95,90,100,4.47,NO,1723351064
492,barah,13.7,30.3667,27.1,68,65,5.21,SD,1723351065
493,mandalgovi,45.7625,106.2708,22.83,45,33,2.9,MN,1723351066
494,queenstown,-31.8976,26.8753,10.31,40,28,3.17,ZA,1723350670
495,gazli,40.1333,63.45,33.8,19,0,1.34,UZ,1723351068
496,iquique,-20.2208,-70.1431,15.02,77,72,1.77,CL,1723351070
497,gerash,27.6652,54.1371,29.08,41,31,1.41,IR,1723351071
498,sao gabriel da cachoeira,-0.1303,-67.0892,22.91,90,87,0.89,BR,1723351072
499,tahe,52.3333,124.7333,22.23,60,86,1.68,CN,1723351073
500,yuanping,38.7153,112.7575,25.76,51,71,5.58,CN,1723351074
501,keelung,25.1283,121.7419,34.94,69,41,3.19,TW,1723351076
502,callao,-12.0667,-77.15,16.51,88,100,4.12,PE,1723351078
503,nanlong,31.3533,106.0631,31.8,57,33,0.72,CN,1723351079
504,opuwo,-18.0607,13.84,16.79,19,0,2.51,NA,1723351082
505,darwin,-12.4611,130.8418,32.81,26,0,6.17,AU,1723350604
506,rabo de peixe,37.8,-25.5833,23.73,83,40,5.14,PT,1723351084
507,muroto-misakicho,33.2833,134.15,29.06,71,2,3.22,JP,1723351085
508,hammerfest,70.6634,23.6821,19.25,55,95,3.09,NO,1723351087
509,tofol,5.3248,163.0078,28.92,64,87,1.13,FM,1723351089
510,jeddah,21.5169,39.2192,33.92,66,20,2.06,SA,1723351090
511,fedorovka,53.6314,62.7078,16.27,53,100,2.47,KZ,1723351092
512,san mariano,7.5,126.0,29.69,73,76,2.32,PH,1723351093
513,arinos,-15.9169,-46.1056,17.9,61,10,0.82,BR,1723351094
514,la palma,33.8464,-118.0467,24.97,84,0,2.06,US,1723351095
515,i-n-salah,27.1935,2.4607,30.88,19,1,7.58,DZ,1723351096
516,shijiang,27.0819,110.7933,27.87,84,100,2.07,CN,1723351098
517,mwene-ditu,-7.0,23.45,19.67,27,7,2.12,CD,1723351100
518,phanat nikhom,13.4458,101.1844,28.36,72,99,3.09,TH,1723351101
519,torbat-e jam,35.244,60.6225,31.31,19,0,4.96,IR,1723351103
520,loreto,22.2667,-101.9667,16.85,67,100,6.82,MX,1723351104
521,mirny,62.5353,113.9611,18.39,64,71,2.61,RU,1723351105
522,belyy yar,53.6039,91.3903,23.94,57,0,8.0,RU,1723351106
523,yashkul',46.1711,45.3435,30.17,26,1,1.57,RU,1723351107
524,el calafate,-50.3408,-72.2768,0.71,84,35,1.25,AR,1723351109
525,pimenta bueno,-11.6725,-61.1936,17.82,56,30,1.43,BR,1723351110
526,la roda,39.2167,-2.15,19.99,61,0,3.71,ES,1723351111
527,west bay,19.3667,-81.4167,28.36,89,2,5.63,KY,1723351112
528,lyubinskiy,55.1542,72.6925,15.82,65,100,2.73,RU,1723351113
529,san patricio,28.017,-97.5169,31.05,72,4,3.89,US,1723351115
530,willowmore,-33.2926,23.4895,9.99,75,96,3.37,ZA,1723351116
531,petra,30.3222,35.4793,19.8,33,0,4.29,JO,1723351117
532,grand falls-windsor,48.9332,-55.6649,20.28,83,94,1.79,CA,1723351118
533,aswan,24.0934,32.907,32.61,31,0,2.57,EG,1723351120
534,dunedin,-45.8742,170.5036,11.36,69,75,3.73,NZ,1723351121
535,gualaceo,-2.9,-78.7833,15.81,96,96,1.0,EC,1723351122
536,cadale,2.7603,46.3222,25.74,79,62,7.42,SO,1723351123
537,moramanga,-18.9333,48.2,16.3,82,83,0.71,MG,1723351124
538,al jawf,29.5,38.75,26.62,36,53,3.82,SA,1723351126
539,bahia de caraquez,-0.6,-80.4167,23.1,87,98,3.62,EC,1723351127
540,thunder bay,48.4001,-89.3168,12.99,94,100,1.03,CA,1723351128
541,burutu,5.3509,5.5076,24.54,86,76,2.98,NG,1723351130
542,eregli,37.5133,34.0467,22.52,60,0,0.92,TR,1723351132
543,semera,11.501,41.201,27.12,56,95,2.16,ET,1723351133
544,mikuni,36.2171,136.1519,29.95,73,37,6.89,JP,1723351134
545,manggar,-2.8833,108.2667,29.34,66,44,7.64,ID,1723351135
546,'ali sabieh,11.1558,42.7125,29.07,56,56,6.8,DJ,1723351137
547,castillos,-34.1667,-53.8333,7.57,63,95,4.95,UY,1723351138
548,corpus christi,27.8006,-97.3964,31.13,82,4,1.79,US,1723351139
549,bilohirsk,45.05,34.6,25.53,41,0,2.27,UA,1723351140
550,taoudenni,22.6783,-3.9836,35.69,13,98,9.48,ML,1723351141
551,beyneu,45.3167,55.2,28.39,42,0,4.56,KZ,1723351143
552,basco,20.4487,121.9702,29.0,81,11,9.26,PH,1723351145
553,ugoofaaru,5.6667,73.0,27.72,79,100,8.68,MV,1723351146
554,manali,13.1667,80.2667,33.95,69,100,0.45,IN,1723351148
555,general levalle,-34.0147,-63.9241,7.91,39,9,3.82,AR,1723351149
556,masterton,-40.9597,175.6575,11.05,80,6,2.16,NZ,1723351150
557,rio grande,-32.035,-52.0986,7.19,86,25,5.79,BR,1723351151
558,codrington,-38.2667,141.9667,16.57,56,79,3.64,AU,1723351152
559,manokwari,-0.8667,134.0833,28.23,73,34,3.5,ID,1723351154
560,treasure island,27.7692,-82.769,30.1,84,0,1.54,US,1723351155
561,vila velha,-20.3297,-40.2925,18.3,82,0,4.12,BR,1723351156
562,tamarin,-20.3256,57.3706,21.39,86,15,7.28,MU,1723351157
563,kataba,8.4604,-0.7732,23.87,71,95,1.96,GH,1723351158
564,greenville,35.6127,-77.3663,25.09,99,0,0.0,US,1723351160
565,azadshahr,34.7909,48.5707,26.27,19,0,1.03,IR,1723351161
566,weno,7.4515,151.8468,31.97,74,75,2.06,FM,1723351163
567,fernie,49.5,-115.0687,14.11,88,86,1.93,CA,1723350871
568,hurricane,37.1753,-113.2899,33.26,46,52,4.14,US,1723351166
569,diamantino,-14.4086,-56.4461,14.34,36,1,1.65,BR,1723351167
570,karasburg,-28.0167,18.75,10.55,45,100,5.14,NA,1723351168
571,zeya,53.75,127.2667,19.45,86,100,0.92,RU,1723351169
572,chongoyape,-6.6406,-79.3892,20.26,76,91,0.74,PE,1723351171
